# Rime user dictionary
#@/db_name	rime_ice
#@/db_type	userdb
#@/rime_version	1.16.1
#@/tick	5530
#@/user_id	21c2c11f-05e4-41a3-a138-35b0c9d61648
a 	啊	c=5 d=1.46884 t=5530
ru kou 	入口	c=2 d=0.910661 t=5530
ru le 	入了	c=1 d=0.965605 t=5530
ru xia 	如下	c=1 d=0.186374 t=5530
ruan jian 	软件	c=7 d=2.4404 t=5530
ruan jian bao 	软件包	c=1 d=0.878095 t=5530
rui 	瑞	c=1 d=0.729789 t=5530
sa 	仨	c=1 d=0.650509 t=5530
san du fu 	三都赋	c=1 d=1 t=5530
san fang 	三方	c=1 d=0.810584 t=5530
san ge yue 	三个月	c=0 d=0.0771052 t=5530
sao deng 	骚等	c=1 d=0.900325 t=5530
sao miao 	扫描	c=1 d=0.235746 t=5530
sao miao qi 	扫描器	c=2 d=0.50071 t=5530
se 	色	c=1 d=0.489192 t=5530
sha 	啥	c=4 d=1.53367 t=5530
sha bu diao 	杀不掉	c=1 d=0.965605 t=5530
sha diao 	杀掉	c=1 d=0.923116 t=5530
sha ge 	啥个	c=1 d=0.382893 t=5530
sha gua shi 	傻瓜式	c=1 d=0.33454 t=5530
sha zi 	傻子	c=1 d=0.729789 t=5530
sha zi 	啥子	c=1 d=0.737123 t=5530
shan 	山	c=1 d=0.960789 t=5530
shan chu 	删除	c=4 d=3.15597 t=5530
shang 	上	c=15 d=3.41624 t=5530
shang ge 	上个	c=1 d=0.995012 t=5530
shang qu 	上去	c=3 d=1.42932 t=5530
shang qu le 	上去了	c=0 d=0.0810584 t=5530
shang sheng 	上升	c=1 d=0.683861 t=5530
shang wang 	上网	c=1 d=0.99005 t=5530
shang wu 	上午	c=4 d=1.64721 t=5530
shang xia wen 	上下文	c=3 d=1.30399 t=5530
shang zhou 	上周	c=0 d=0.0421052 t=5530
shao deng 	稍等	c=4 d=1.27751 t=5530
she ding 	设定	c=1 d=0.778801 t=5530
she qu 	社区	c=4 d=1.38763 t=5530
she zhi 	设置	c=11 d=4.27318 t=5530
shen me 	什么	c=30 d=6.13334 t=5530
shen qing 	申请	c=1 d=0.571209 t=5530
shen zhi 	甚至	c=1 d=0.271173 t=5530
sheng cheng 	生成	c=1 d=0.891366 t=5530
sheng ji 	升级	c=0 d=0.0965605 t=5530
sheng ming 	声明	c=1 d=0.937067 t=5530
sheng tian 	升天	c=2 d=0.696394 t=5530
sheng xiao 	生效	c=0 d=0.0486752 t=5530
sheng xiao bu 	生效不	c=1 d=0.489192 t=5530
sheng xiao le 	生效了	c=1 d=0.843665 t=5530
shi 	十	c=1 d=1 t=5530
shi 	是	c=93 d=10.9998 t=5530
shi ba 	是吧	c=2 d=1.30064 t=5530
shi bai 	失败	c=4 d=1.58552 t=5530
shi bie 	识别	c=18 d=8.49407 t=5530
shi bie cheng 	识别成	c=2 d=0.562705 t=5530
shi bu shi 	是不是	c=4 d=1.53333 t=5530
shi cong 	是从	c=1 d=0.292293 t=5530
shi de 	是的	c=1 d=0.733447 t=5530
shi de lei 	是得嘞	c=1 d=0.895834 t=5530
shi fou 	是否	c=3 d=1.76964 t=5530
shi fou zheng que 	是否正确	c=1 d=0.71177 t=5530
shi ge 	是个	c=1 d=0.486752 t=5530
shi ge yue 	十个月	c=1 d=0.995012 t=5530
shi hou 	时候	c=8 d=2.91522 t=5530
shi ji 	实际	c=2 d=0.568744 t=5530
shi jian 	时间	c=9 d=4.88112 t=5530
shi jiang 	是将	c=1 d=0.527292 t=5530
shi jin tian 	是今天	c=2 d=1.30431 t=5530
shi ma 	是吗	c=1 d=0.644036 t=5530
shi pei 	适配	c=1 d=0.421052 t=5530
shi qing 	事情	c=1 d=0.759572 t=5530
shi ru he 	是如何	c=1 d=0.900325 t=5530
shi sha 	是啥	c=1 d=0.382893 t=5530
shi shen me 	是什么	c=3 d=1.24453 t=5530
shi shi 	试试	c=12 d=3.38495 t=5530
shi shi shu chu 	实时输出	c=1 d=0.70822 t=5530
shi tang 	食堂	c=1 d=0.965605 t=5530
shi xian 	实现	c=3 d=1.16852 t=5530
shi xiao 	失效	c=1 d=0.951229 t=5530
shi yi 	释义	c=17 d=4.74957 t=5530
shi yong 	使用	c=17 d=4.03801 t=5530
shi yong zhe ge 	使用这个	c=1 d=0.802519 t=5530
shi you 	是由	c=2 d=1.59624 t=5530
shi zai 	是在	c=0 d=0.0729789 t=5530
shi zai gan ma 	是在干嘛	c=1 d=0.733447 t=5530
shi zhe ge 	是这个	c=2 d=1.05304 t=5530
shi zhe yang 	是这样	c=2 d=1.43079 t=5530
shi zhe yang de 	是这样的	c=1 d=0.955997 t=5530
shou 	收	c=1 d=0.612626 t=5530
shou bu liao 	受不了	c=1 d=0.913931 t=5530
shou dao 	收到	c=1 d=0.733447 t=5530
shou dong 	手动	c=3 d=1.34448 t=5530
shou kuan 	收款	c=1 d=0.737123 t=5530
shu biao 	鼠标	c=5 d=2.50264 t=5530
shu chu 	输出	c=5 d=2.53538 t=5530
shu chu le 	输出了	c=1 d=0.704688 t=5530
shu ju 	数据	c=3 d=1.41142 t=5530
shu ju ku 	数据库	c=1 d=0.244143 t=5530
shu liang 	数量	c=2 d=1.54636 t=5530
shu ru 	输入	c=2 d=1.73001 t=5530
shu ru fa 	输入法	c=2 d=1.83496 t=5530
shu xing 	属性	c=2 d=1.00089 t=5530
shua xin 	刷新	c=9 d=5.07698 t=5530
shui xing 	睡醒	c=1 d=0.726149 t=5530
shuo 	说	c=7 d=1.60007 t=5530
shuo bu 	说不	c=0 d=0.0774916 t=5530
shuo bu hu 	说不乎	c=1 d=0.778801 t=5530
shuo le 	说了	c=1 d=1.02357 t=5530
shuo ming 	说明	c=1 d=0.928149 t=5530
shuo ming xia 	说明下	c=1 d=0.97531 t=5530
shuo shuo 	说说	c=1 d=0.390628 t=5530
shuo xia 	说下	c=0 d=0.0222017 t=5530
si 	死	c=3 d=1.53826 t=5530
si dong fei dong 	似懂非懂	c=0 d=0.0995012 t=5530
si dong fei dong shi fou 	似懂非懂是否	c=1 d=1 t=5530
si le 	死了	c=1 d=0.615697 t=5530
si wang 	私网	c=1 d=0.937067 t=5530
si you hua 	私有化	c=14 d=4.57771 t=5530
sou suo 	搜索	c=1 d=0.960789 t=5530
su zhu ji 	宿主机	c=2 d=1.95139 t=5530
sui bian 	随便	c=2 d=1.77828 t=5530
suo 	所	c=0 d=0.0891366 t=5530
suo pi ping 	所批评	c=1 d=0.895834 t=5530
suo pin 	锁频	c=1 d=0.900325 t=5530
suo ping 	锁屏	c=3 d=2.03283 t=5530
suo shu 	所述	c=2 d=1.62938 t=5530
suo xu 	所需	c=1 d=0.2334 t=5530
suo yi 	所以	c=1 d=0.790571 t=5530
suo you 	所有	c=4 d=2.31906 t=5530
suo you zu jian 	所有组件	c=1 d=1 t=5530
ta 	他	c=1 d=0.980199 t=5530
ta ling le 	他领了	c=1 d=0.873716 t=5530
ta men 	他们	c=1 d=0.612626 t=5530
ta men bu zhi dao 	他们不知道	c=1 d=0.327915 t=5530
ta na 	他那	c=1 d=0.375311 t=5530
ta xu yao 	他需要	c=1 d=0.554327 t=5530
tai 	太	c=2 d=0.733012 t=5530
tai duan 	太短	c=1 d=0.12938 t=5530
tai duan le 	太短了	c=1 d=0.65377 t=5530
tai dui 	太对	c=1 d=0.843665 t=5530
tai duo le 	太多了	c=1 d=0.683861 t=5530
tai fan 	太烦	c=1 d=0.519442 t=5530
tai hui 	太会	c=1 d=0.690734 t=5530
tai kuai le 	太快了	c=1 d=0.909373 t=5530
tai mang 	太忙	c=2 d=1.71716 t=5530
tai shao le 	太少了	c=1 d=0.767206 t=5530
tai shi ji 	台式机	c=1 d=0.543351 t=5530
tan chu 	弹出	c=1 d=0.790571 t=5530
tan chuang 	弹窗	c=3 d=1.99982 t=5530
ti 	提	c=2 d=1.62314 t=5530
ti dai pin 	替代品	c=1 d=0.362402 t=5530
ti gong 	提供	c=2 d=0.574072 t=5530
ti huan 	替换	c=3 d=2.17734 t=5530
ti jiao 	提交	c=3 d=1.16763 t=5530
ti qian 	提前	c=0 d=0.066365 t=5530
ti qu 	提取	c=1 d=0.778801 t=5530
ti shi 	提示	c=3 d=0.5852 t=5530
ti shi ci 	提示词	c=9 d=4.0565 t=5530
ti yan 	体验	c=1 d=0.909373 t=5530
tian jia 	添加	c=2 d=1.84163 t=5530
tian keng 	天坑	c=1 d=0.697676 t=5530
tiao 	跳	c=1 d=0.694197 t=5530
tiao chu 	跳出	c=1 d=0.798516 t=5530
tiao shi 	调试	c=3 d=1.12762 t=5530
tiao zheng 	调整	c=1 d=0.774916 t=5530
tiao zheng yi xia 	调整一下	c=1 d=0.618783 t=5530
ting 	听	c=1 d=0.67032 t=5530
ting liu zai 	停留在	c=1 d=0.737123 t=5530
ting ting 	听听	c=1 d=0.927743 t=5530
ting zhi 	停止	c=2 d=0.725199 t=5530
tong 	通	c=1 d=0.790571 t=5530
tong dao 	通道	c=1 d=0.951229 t=5530
tong guo 	通过	c=5 d=2.4728 t=5530
tong shi 	同事	c=1 d=0.32628 t=5530
tong yang 	同样	c=2 d=1.47794 t=5530
tong yi ge 	同一个	c=2 d=1.77543 t=5530
tong yong 	通用	c=1 d=0.187308 t=5530
tong zhi 	通知	c=4 d=1.96828 t=5530
tong zhi wo 	通知我	c=0 d=0.0847894 t=5530
tou ming 	透明	c=2 d=1.55768 t=5530
tou she 	投射	c=2 d=1.8345 t=5530
tu biao 	图标	c=3 d=1.39563 t=5530
tu pian 	图片	c=1 d=0.421052 t=5530
tu xing hua 	图形化	c=2 d=1.64717 t=5530
tui 	推	c=2 d=0.852592 t=5530
tui 	退	c=2 d=1.47259 t=5530
tui chu 	推出	c=1 d=0.748264 t=5530
tui chu 	退出	c=1 d=0.918512 t=5530
tui ge 	退格	c=1 d=0.951229 t=5530
tui jian 	推荐	c=6 d=4.83909 t=5530
tui jian fang an 	推荐方案	c=0 d=0.0166127 t=5530
tui jian fang an lai 	推荐方案来	c=1 d=0.16696 t=5530
tui shang qu le 	推上去了	c=1 d=0.814647 t=5530
tui song 	推送	c=2 d=1.26022 t=5530
wan 	完	c=1 d=0.900325 t=5530
wan 	玩	c=1 d=0.400517 t=5530
wan cheng 	完成	c=4 d=1.34868 t=5530
wan cheng hou 	完成后	c=0 d=0.0346456 t=5530
wan cheng le 	完成了	c=1 d=0.9123 t=5530
wan du zi 	完犊子	c=1 d=0.40657 t=5530
wan le 	完了	c=1 d=0.651306 t=5530
wan shang 	晚上	c=4 d=1.47782 t=5530
wan yi 	万一	c=0 d=0.0522046 t=5530
wan yi bu xing 	万一不行	c=1 d=0.524663 t=5530
wan zhen 	完真	c=1 d=0.782705 t=5530
wan zheng 	完整	c=3 d=1.05685 t=5530
wang 	往	c=1 d=0.597501 t=5530
wang guan 	网关	c=2 d=0.591801 t=5530
wang luo 	网络	c=2 d=0.575081 t=5530
wei 	为	c=8 d=2.81046 t=5530
wei lai 	未来	c=4 d=1.7315 t=5530
wei shen me 	为什么	c=14 d=3.33822 t=5530
wei xin 	微信	c=2 d=1.74312 t=5530
wei zhi 	位置	c=7 d=2.8476 t=5530
wen 	问	c=2 d=0.995012 t=5530
wen ben 	文本	c=1 d=0.909373 t=5530
wen dang 	文档	c=14 d=3.09372 t=5530
wen de 	问的	c=2 d=0.891366 t=5530
wen jian 	文件	c=24 d=6.49249 t=5530
wen jian lu jing 	文件路径	c=1 d=0.865022 t=5530
wen jian zhong 	文件中	c=1 d=0.970446 t=5530
wen ti 	问题	c=16 d=3.96982 t=5530
wen ti ba 	问题吧	c=1 d=0.771052 t=5530
wen wen 	问问	c=2 d=1.69435 t=5530
wen wo 	问我	c=1 d=0.937067 t=5530
wen zhang 	文章	c=1 d=0.88692 t=5530
wen zi 	文字	c=2 d=1.08297 t=5530
wo 	我	c=27 d=4.09957 t=5530
wo an zhao 	我按照	c=1 d=0.414783 t=5530
wo ba 	我把	c=4 d=1.71482 t=5530
wo ben di 	我本地	c=1 d=0.249075 t=5530
wo bing mei you 	我并没有	c=2 d=0.960789 t=5530
wo bu 	我不	c=0 d=0.088692 t=5530
wo bu dei 	我不得	c=1 d=0.273898 t=5530
wo bu neng 	我不能	c=1 d=0.637628 t=5530
wo bu pei zhi 	我不配置	c=1 d=0.891366 t=5530
wo bu qing chu 	我不清楚	c=1 d=0.644036 t=5530
wo bu tai 	我不太	c=1 d=0.470011 t=5530
wo bu zao 	我不造	c=1 d=0.384812 t=5530
wo bu zhi dao 	我不知道	c=1 d=0.594521 t=5530
wo ce shi 	我测试	c=1 d=0.38868 t=5530
wo chong xin 	我重新	c=1 d=0.748264 t=5530
wo chou 	我瞅	c=1 d=0.70822 t=5530
wo cong 	我从	c=1 d=0.748264 t=5530
wo de 	我的	c=17 d=2.90403 t=5530
wo dian nao 	我电脑	c=2 d=0.832412 t=5530
wo dou 	我都	c=0 d=0.0511709 t=5530
wo dou bu yi ding 	我都不一定	c=1 d=0.514274 t=5530
wo dou yao 	我都要	c=1 d=0.344728 t=5530
wo fang 	我方	c=0 d=0.0941765 t=5530
wo fang ru 	我方如	c=1 d=0.946485 t=5530
wo gan jue 	我感觉	c=1 d=0.307279 t=5530
wo ge 	我哥	c=2 d=1.02347 t=5530
wo gei ta 	我给他	c=1 d=0.38868 t=5530
wo gu ji 	我估计	c=1 d=0.201897 t=5530
wo hai 	我还	c=1 d=0.319819 t=5530
wo hai shi 	我还是	c=3 d=0.774916 t=5530
wo huan ge 	我换个	c=1 d=0.729789 t=5530
wo jiang 	我将	c=1 d=0.900325 t=5530
wo jin 	我今	c=1 d=0.683861 t=5530
wo jiu 	我就	c=2 d=1.32741 t=5530
wo jiu shi 	我就是	c=2 d=0.647265 t=5530
wo kan 	我看	c=2 d=0.434725 t=5530
wo li jie 	我理解	c=1 d=0.895834 t=5530
wo mei 	我没	c=2 d=0.756274 t=5530
wo mei you 	我没有	c=1 d=0.918512 t=5530
wo men 	我们	c=4 d=3.15546 t=5530
wo men zhe bian 	我们这边	c=1 d=0.701173 t=5530
wo na 	我那	c=1 d=0.26054 t=5530
wo ne 	我呢	c=1 d=0.496585 t=5530
wo neng 	我能	c=0 d=0.0860708 t=5530
wo neng zhi dao 	我能知道	c=1 d=0.865022 t=5530
wo peng you 	我朋友	c=1 d=0.380983 t=5530
wo qian duan 	我前端	c=1 d=0.790571 t=5530
wo qu 	我去	c=1 d=0.878095 t=5530
wo shang qu 	我上去	c=1 d=0.687289 t=5530
wo shang zhou 	我上周	c=2 d=0.848444 t=5530
wo shi 	我是	c=6 d=2.16284 t=5530
wo shi shi 	我试试	c=2 d=1.20453 t=5530
wo shi shuo 	我是说	c=1 d=0.826959 t=5530
wo shi yong 	我是用	c=1 d=0.798516 t=5530
wo shuo 	我说	c=1 d=0.941765 t=5530
wo suo zhi dao 	我所知道	c=1 d=0.467666 t=5530
wo ti huan wan cheng hou 	我替换完成后	c=1 d=0.348192 t=5530
wo ti qian 	我提前	c=1 d=0.666977 t=5530
wo tong guo 	我通过	c=1 d=0.909373 t=5530
wo tong shi 	我同事	c=1 d=0.405896 t=5530
wo tong shi shuo 	我同事说	c=1 d=0.400517 t=5530
wo wen wen 	我问问	c=2 d=0.891366 t=5530
wo xian 	我先	c=7 d=1.88559 t=5530
wo xian kan kan 	我先看看	c=1 d=0.477114 t=5530
wo xian shuo xia 	我先说下	c=1 d=0.22313 t=5530
wo xian zai 	我现在	c=14 d=4.16193 t=5530
wo xiang 	我想	c=2 d=1.24342 t=5530
wo xiang xiang 	我想想	c=2 d=1.53174 t=5530
wo xiang yao 	我想要	c=2 d=1.14744 t=5530
wo xin mu zhong 	我心目中	c=1 d=0.806541 t=5530
wo xiu gai 	我修改	c=1 d=0.941765 t=5530
wo xiu gai le 	我修改了	c=1 d=0.839457 t=5530
wo yan zheng 	我验证	c=1 d=0.648354 t=5530
wo yao 	我要	c=3 d=1.66882 t=5530
wo ye 	我也	c=3 d=1.56317 t=5530
wo ye gan bu liao 	我也干不了	c=1 d=0.960789 t=5530
wo ye jing dai 	我也惊呆	c=1 d=0.729789 t=5530
wo ye mei 	我也没	c=0 d=0.0873716 t=5530
wo ye mei gai 	我也没改	c=1 d=0.878095 t=5530
wo ye shou 	我也收	c=1 d=0.878095 t=5530
wo yi hui 	我一会	c=1 d=0.955997 t=5530
wo yi wei 	我以为	c=1 d=0.843665 t=5530
wo yi zhi 	我一直	c=1 d=0.644036 t=5530
wo yong 	我用	c=1 d=0.729789 t=5530
wo you 	我又	c=1 d=0.814647 t=5530
wo you 	我有	c=1 d=0.918512 t=5530
wo yuan xian 	我原先	c=1 d=0.900325 t=5530
wo zai 	我在	c=3 d=1.15643 t=5530
wo zhao 	我找	c=0 d=0.050409 t=5530
wo zhao ni 	我找你	c=1 d=0.88692 t=5530
wo zhao yuan yin 	我找原因	c=1 d=0.506617 t=5530
wo zhe 	我这	c=12 d=2.48647 t=5530
wo zhe ge 	我这个	c=3 d=2.02836 t=5530
wo zhe me 	我这么	c=1 d=0.810584 t=5530
wo zhi jie 	我直接	c=2 d=0.955017 t=5530
wo zhi neng 	我只能	c=2 d=0.618015 t=5530
wo zhi shi 	我只是	c=0 d=0.0847894 t=5530
wo zhi shi hui gun le 	我只是回滚了	c=1 d=0.852144 t=5530
wo zhu ti 	我主题	c=1 d=0.814647 t=5530
wo zhuan 	我转	c=0 d=0.0532592 t=5530
wo zhuan ni 	我转你	c=1 d=0.535261 t=5530
wo zi ji 	我自己	c=1 d=0.349938 t=5530
wu 	五	c=1 d=0.427415 t=5530
wu fa 	无法	c=3 d=1.71053 t=5530
wu fen zhong 	五分钟	c=1 d=0.683861 t=5530
wu ge 	五个	c=1 d=0.763379 t=5530
wu han 	武汉	c=1 d=0.591555 t=5530
wu pin 	物品	c=0 d=0.0759572 t=5530
wu pin xi ou an mo 	物品西欧按摩	c=1 d=0.763379 t=5530
wu ran 	污染	c=2 d=1.09389 t=5530
wu ren 	无人	c=2 d=0.265324 t=5530
wu ren can yu 	无人参与	c=1 d=0.782705 t=5530
wu ren zhi shou 	无人值守	c=1 d=0.50409 t=5530
wu wu 	呜呜	c=1 d=0.606531 t=5530
xi guan 	习惯	c=1 d=0.318224 t=5530
xi ou 	西欧	c=0 d=0.0759572 t=5530
xi tong 	系统	c=18 d=2.53231 t=5530
xia 	下	c=17 d=3.24053 t=5530
xia jiang 	下降	c=1 d=0.65377 t=5530
xia lai 	下来	c=1 d=0.737123 t=5530
xia wu 	下午	c=1 d=0.955997 t=5530
xia zai 	下载	c=1 d=0.99005 t=5530
xian 	先	c=6 d=1.75607 t=5530
xian ba 	先把	c=1 d=0.56836 t=5530
xian dai hua 	现代化	c=2 d=1.27014 t=5530
xian liu 	限流	c=3 d=2.61129 t=5530
xian ran 	显然	c=2 d=1.85662 t=5530
xian shang 	线上	c=5 d=2.46252 t=5530
xian shi 	显示	c=6 d=2.58124 t=5530
xian xiang 	现象	c=1 d=0.722527 t=5530
xian yong 	先用	c=0 d=0.0496585 t=5530
xian yong zhe ba 	先用这把	c=1 d=0.499074 t=5530
xian you 	现有	c=1 d=0.869358 t=5530
xian zai 	现在	c=51 d=6.50493 t=5530
xian zai xiang yao 	现在想要	c=1 d=0.878095 t=5530
xian zhuang 	现状	c=1 d=0.225373 t=5530
xiang 	向	c=2 d=1.29687 t=5530
xiang 	想	c=3 d=1.21261 t=5530
xiang dui 	相对	c=1 d=0.657047 t=5530
xiang dui lu jing 	相对路径	c=1 d=0.737123 t=5530
xiang guan 	相关	c=2 d=1.4667 t=5530
xiang mu 	项目	c=12 d=2.38239 t=5530
xiang shang 	向上	c=1 d=0.726149 t=5530
xiang wo 	向我	c=1 d=0.873716 t=5530
xiang xi 	详细	c=1 d=0.839457 t=5530
xiang yao 	想要	c=3 d=1.29655 t=5530
xiang ying 	响应	c=3 d=2.41389 t=5530
xiang ying 	相应	c=1 d=0.932394 t=5530
xiao di 	小弟	c=1 d=0.995012 t=5530
xiao fen zhi 	小分支	c=1 d=0.65377 t=5530
xiao guo 	效果	c=3 d=1.10111 t=5530
xiao hui 	销毁	c=1 d=0.65377 t=5530
xiao shi 	小时	c=1 d=0.71177 t=5530
xiao xi 	消息	c=4 d=1.28739 t=5530
xiao xi tong zhi 	消息通知	c=1 d=0.970446 t=5530
xiao yu 	小于	c=1 d=0.289384 t=5530
xie 	些	c=1 d=0.540641 t=5530
xie 	写	c=1 d=0.951229 t=5530
xie dai 	携带	c=1 d=0.985112 t=5530
xie de 	写的	c=1 d=0.657047 t=5530
xie le 	写了	c=1 d=0.814647 t=5530
xie ru 	写入	c=1 d=0.995012 t=5530
xie zai 	卸载	c=1 d=1 t=5530
xie zuo 	协作	c=2 d=1.02944 t=5530
xin 	信	c=3 d=1.00666 t=5530
xin 	新	c=2 d=0.951229 t=5530
xin jian 	新建	c=1 d=0.951229 t=5530
xin kai 	新开	c=1 d=0.489192 t=5530
xin mu zhong 	心目中	c=0 d=0.0802519 t=5530
xin nian 	新年	c=1 d=0.814647 t=5530
xin xi 	信息	c=3 d=0.97531 t=5530
xin zeng 	新增	c=1 d=0.937067 t=5530
xing 	行	c=1 d=0.782705 t=5530
xing neng 	性能	c=1 d=0.752014 t=5530
xiu fu 	修复	c=14 d=4.75322 t=5530
xiu fu xia 	修复下	c=1 d=0.444858 t=5530
xiu gai 	修改	c=9 d=3.61319 t=5530
xiu gai xia 	修改下	c=1 d=0.806541 t=5530
xiu ji ban ban 	锈迹斑斑	c=1 d=0.67032 t=5530
xiu zheng 	修正	c=0 d=0.0798516 t=5530
xiu zheng xia 	修正下	c=1 d=0.802519 t=5530
xu ni 	虚拟	c=1 d=0.304221 t=5530
xu ni ji 	虚拟机	c=2 d=1.4756 t=5530
xu yao 	需要	c=12 d=1.66078 t=5530
xu yao ma 	需要吗	c=1 d=0.408608 t=5530
xuan fu 	悬浮	c=1 d=0.425283 t=5530
xuan xiang 	选项	c=1 d=0.951229 t=5530
xuan ze 	选择	c=1 d=0.895834 t=5530
ya 	呀	c=9 d=2.10878 t=5530
ya li 	压力	c=1 d=0.677057 t=5530
yan 	烟	c=1 d=0.99005 t=5530
yan zheng 	验证	c=2 d=0.644936 t=5530
yan zheng yan zheng 	验证验证	c=1 d=0.453845 t=5530
yang zi 	样子	c=1 d=0.814647 t=5530
yao 	要	c=17 d=2.38056 t=5530
yao bu 	要不	c=2 d=1.28995 t=5530
yao bu ran 	要不然	c=1 d=0.511709 t=5530
yao guo lai 	要过来	c=1 d=0.546074 t=5530
yao qiu 	要求	c=1 d=0.185444 t=5530
yao shi 	要是	c=1 d=0.951229 t=5530
yao xiu 	要修	c=0 d=0.0615697 t=5530
yao xiu gai cheng 	要修改成	c=1 d=0.618783 t=5530
yao zhe 	咬着	c=1 d=0.955997 t=5530
ye 	也	c=9 d=2.4548 t=5530
ye bu 	也不	c=0 d=0.0683861 t=5530
ye bu chong shi 	也不重试	c=1 d=0.687289 t=5530
ye dei 	也得	c=1 d=0.918512 t=5530
ye dou 	也都	c=1 d=0.540641 t=5530
ye hao 	也好	c=0 d=0.0307279 t=5530
ye hao ma fan 	也好麻烦	c=1 d=0.308819 t=5530
ye jia xia 	也加下	c=1 d=0.290835 t=5530
ye jiu shi 	也就是	c=3 d=1.11042 t=5530
ye ke yi 	也可以	c=2 d=1.40362 t=5530
ye mei 	也没	c=0 d=0.0609571 t=5530
ye mei an zhuang wan 	也没安装完	c=1 d=0.612626 t=5530
ye mei ban fa 	也没办法	c=1 d=0.900325 t=5530
ye mei ren 	也没人	c=1 d=0.759572 t=5530
ye mei you 	也没有	c=3 d=1.54461 t=5530
ye mei you yong 	也没有用	c=1 d=0.99005 t=5530
ye mian 	页面	c=12 d=2.57566 t=5530
ye mian da kai 	页面打开	c=1 d=0.625002 t=5530
ye mian zhong 	页面中	c=2 d=1.49317 t=5530
ye shi 	也是	c=3 d=0.811338 t=5530
ye wu 	业务	c=4 d=2.1624 t=5530
yi 	一	c=2 d=0.569086 t=5530
yi 	咦	c=1 d=0.694197 t=5530
yi ceng 	一层	c=1 d=0.272532 t=5530
yi ceng yi ceng 	一层一层	c=1 d=0.565525 t=5530
yi ci 	一次	c=11 d=3.9601 t=5530
yi da tuo 	一大坨	c=1 d=0.214381 t=5530
yi dao qie 	一刀切	c=1 d=0.88692 t=5530
yi dian dian 	一点点	c=2 d=0.871008 t=5530
yi ding yao 	一定要	c=1 d=0.161218 t=5530
yi dong 	移动	c=1 d=0.606531 t=5530
yi dun 	一顿	c=0 d=0.070822 t=5530
yi ge 	一个	c=19 d=2.82117 t=5530
yi ge yi ge 	一个一个	c=1 d=0.343009 t=5530
yi hui 	一会	c=5 d=2.0502 t=5530
yi ji 	以及	c=6 d=2.13989 t=5530
yi jin ru 	已进入	c=1 d=0.955997 t=5530
yi jing 	已经	c=11 d=4.07928 t=5530
yi ke 	一刻	c=1 d=0.524663 t=5530
yi kuai 	一块	c=1 d=0.657047 t=5530
yi lai 	依赖	c=2 d=0.865022 t=5530
yi nian 	一年	c=2 d=0.797525 t=5530
yi qi 	一起	c=1 d=0.603506 t=5530
yi qie 	一切	c=1 d=0.232236 t=5530
yi shi 	一是	c=1 d=0.71177 t=5530
yi si 	意思	c=7 d=2.21566 t=5530
yi tao 	一套	c=3 d=2.28769 t=5530
yi tuan zao 	一团糟	c=1 d=0.290835 t=5530
yi wei 	以为	c=1 d=0.287941 t=5530
yi xia 	一下	c=9 d=3.14111 t=5530
yi xia 	以下	c=3 d=1.38004 t=5530
yi xie 	一些	c=4 d=1.71607 t=5530
yi yang 	一样	c=1 d=0.67368 t=5530
yi yu 	易于	c=1 d=0.210136 t=5530
yi zhang 	一张	c=0 d=0.0329559 t=5530
yi zhang nian ka 	一张年卡	c=1 d=0.331211 t=5530
yi zhi 	一直	c=5 d=1.25609 t=5530
yi zhong 	一种	c=2 d=1.44122 t=5530
yin ci 	因此	c=2 d=0.550818 t=5530
yin fa 	引发	c=1 d=0.66034 t=5530
yin qi 	引起	c=1 d=0.882497 t=5530
yin ru 	引入	c=1 d=0.810584 t=5530
yin wei 	因为	c=5 d=0.975186 t=5530
ying gai 	应该	c=17 d=3.13041 t=5530
ying gai shi 	应该是	c=1 d=1 t=5530
ying pan 	硬盘	c=2 d=1.7388 t=5530
ying she 	映射	c=1 d=0.860708 t=5530
ying wen 	英文	c=1 d=1 t=5530
ying xiang 	影响	c=7 d=3.24507 t=5530
ying yong 	应用	c=6 d=2.25513 t=5530
ying yu 	英语	c=1 d=0.431711 t=5530
yong 	用	c=13 d=2.74728 t=5530
yong bu 	永不	c=1 d=0.548812 t=5530
yong bu 	用不	c=1 d=0.551563 t=5530
yong bu liao 	用不了	c=1 d=0.831104 t=5530
yong hu 	用户	c=12 d=2.11516 t=5530
yong hu ming 	用户名	c=1 d=0.377192 t=5530
yong jiu 	永久	c=1 d=0.571209 t=5530
yong lai 	用来	c=1 d=0.980199 t=5530
you 	又	c=8 d=3.40551 t=5530
you 	有	c=43 d=4.97225 t=5530
you 	由	c=3 d=1.58334 t=5530
you ban fa 	有办法	c=2 d=0.927743 t=5530
you bao cuo 	有报错	c=1 d=0.305746 t=5530
you de 	有的	c=1 d=0.839457 t=5530
you dian 	有点	c=1 d=0.83527 t=5530
you dian chang 	有点长	c=1 d=0.798516 t=5530
you dian duo 	有点多	c=1 d=0.763379 t=5530
you hua 	优化	c=1 d=0.814647 t=5530
you jian 	邮件	c=1 d=0.826959 t=5530
you ke neng 	有可能	c=2 d=0.891366 t=5530
you le 	有了	c=1 d=0.554327 t=5530
you mei you 	有没有	c=1 d=0.597501 t=5530
you mo 	幽默	c=0 d=0.0715338 t=5530
you mo ren 	幽默人	c=1 d=0.718924 t=5530
you sha 	有啥	c=1 d=0.650509 t=5530
