# Rime user dictionary
#@/db_name	rime_ice
#@/db_type	userdb
#@/rime_version	1.16.1
#@/tick	5530
#@/user_id	21c2c11f-05e4-41a3-a138-35b0c9d61648
a 	啊	c=5 d=1.46884 t=5530
guo lai 	过来	c=1 d=0.748264 t=5530
guo le 	过了	c=1 d=0.852144 t=5530
guo nei 	国内	c=2 d=1.36242 t=5530
guo nian 	过年	c=1 d=0.985112 t=5530
guo yi hui 	过一会	c=2 d=1.10475 t=5530
ha 	哈	c=4 d=1.85244 t=5530
ha ha 	哈哈	c=1 d=0.759572 t=5530
ha ha ha 	哈哈哈	c=5 d=2.16419 t=5530
hai 	还	c=8 d=2.17903 t=5530
hai bu 	还不	c=1 d=0.619039 t=5530
hai bu neng 	还不能	c=1 d=0.798516 t=5530
hai bu yao 	还不要	c=1 d=0.951229 t=5530
hai dei 	还得	c=2 d=1.43861 t=5530
hai hai 	嗨嗨	c=1 d=0.722527 t=5530
hai mei 	还没	c=3 d=1.11537 t=5530
hai mei dao 	还没到	c=1 d=0.519442 t=5530
hai mei shuo 	还没说	c=1 d=0.900325 t=5530
hai mei you 	还没有	c=2 d=1.17559 t=5530
hai neng 	还能	c=3 d=1.54995 t=5530
hai shi 	还是	c=30 d=6.13134 t=5530
hai shi bu xing 	还是不行	c=1 d=0.970446 t=5530
hai wai 	海外	c=3 d=1.20735 t=5530
hai xu yao 	还需要	c=3 d=1.0088 t=5530
hai yao 	还要	c=1 d=0.440432 t=5530
hai yi wei 	还以为	c=2 d=0.574489 t=5530
hai you 	还有	c=7 d=2.02588 t=5530
hai you yi ge 	还有一个	c=1 d=0.822835 t=5530
hai zai 	还在	c=4 d=1.03511 t=5530
han shu 	函数	c=1 d=0.778801 t=5530
hang hao 	行号	c=1 d=0.740818 t=5530
hao 	号	c=2 d=1.59227 t=5530
hao 	好	c=11 d=2.84648 t=5530
hao ba 	好吧	c=1 d=0.839457 t=5530
hao da 	好哒	c=9 d=2.33796 t=5530
hao de 	好的	c=2 d=0.869923 t=5530
hao fan 	好烦	c=1 d=0.865022 t=5530
hao ge ge 	好哥哥	c=1 d=0.45612 t=5530
hao hao 	好好	c=1 d=0.386741 t=5530
hao kan 	好看	c=4 d=2.28326 t=5530
hao le 	好了	c=5 d=2.00013 t=5530
hao lei 	好嘞	c=8 d=2.48207 t=5530
hao ma 	好吗	c=1 d=0.694197 t=5530
hao ma fan 	好麻烦	c=2 d=0.585669 t=5530
hao man 	好慢	c=1 d=0.341298 t=5530
hao miao 	毫秒	c=1 d=0.514274 t=5530
hao nan shou 	好难受	c=1 d=0.640824 t=5530
hao xiang 	好像	c=10 d=2.66639 t=5530
hao xiang kan dao 	好像看到	c=1 d=0.697676 t=5530
hao xiao xi 	好消息	c=1 d=0.802519 t=5530
hao yi dun 	好一顿	c=1 d=0.71177 t=5530
hao yong 	好用	c=1 d=0.600496 t=5530
he 	和	c=16 d=1.97863 t=5530
he bing 	合并	c=1 d=0.985112 t=5530
he ni men 	和你们	c=1 d=0.818731 t=5530
hei hei 	嘿嘿	c=4 d=1.82093 t=5530
hei ping 	黑屏	c=1 d=0.782705 t=5530
hen 	很	c=2 d=0.470145 t=5530
hen ke wu 	很可恶	c=1 d=0.285076 t=5530
hen rong yi 	很容易	c=0 d=0.0778801 t=5530
hen rong yi jiu 	很容易就	c=1 d=0.782705 t=5530
hou 	后	c=6 d=2.17393 t=5530
hou bian 	后边	c=5 d=1.68115 t=5530
hou duan 	后端	c=1 d=0.944021 t=5530
hou duan jie kou 	后端接口	c=1 d=0.891366 t=5530
hou tai 	后台	c=5 d=2.33525 t=5530
hou xu 	后续	c=2 d=0.703036 t=5530
hou xuan ci 	候选词	c=3 d=2.43787 t=5530
hou zhui 	后缀	c=1 d=0.38868 t=5530
hu 	乎	c=0 d=0.0774916 t=5530
hua 	话	c=4 d=1.53134 t=5530
hua bing 	画饼	c=1 d=0.904837 t=5530
hua ci 	划词	c=5 d=2.18284 t=5530
hua ci fan yi 	划词翻译	c=1 d=0.927743 t=5530
hua dong 	滑动	c=1 d=0.778801 t=5530
huai 	坏	c=1 d=0.782705 t=5530
huan 	换	c=2 d=1.25007 t=5530
huan cheng 	换成	c=1 d=0.937067 t=5530
huan cun 	缓存	c=8 d=3.2781 t=5530
huan cun yu lan 	缓存预览	c=1 d=0.509156 t=5530
huan jing 	环境	c=18 d=4.51927 t=5530
huan jing bian liang 	环境变量	c=2 d=1.38712 t=5530
huan wan 	换完	c=1 d=0.657047 t=5530
huan yuan 	还原	c=2 d=0.710462 t=5530
hui 	会	c=21 d=3.96838 t=5530
hui 	回	c=1 d=0.778801 t=5530
hui bu hui 	会不会	c=1 d=0.562705 t=5530
hui bu qu 	回不去	c=2 d=1.45772 t=5530
hui che 	回车	c=1 d=0.913931 t=5530
hui dui 	会对	c=1 d=0.543351 t=5530
hui gun 	回滚	c=3 d=2.73035 t=5530
hui hua 	会话	c=1 d=0.740818 t=5530
hui lai 	回来	c=1 d=0.588605 t=5530
hui tui 	回退	c=1 d=0.927743 t=5530
hun de 	混得	c=1 d=0.852144 t=5530
huo 	霍	c=1 d=0.937067 t=5530
huo qu 	获取	c=9 d=2.69311 t=5530
huo zhe 	或者	c=1 d=0.873716 t=5530
ji 	及	c=7 d=1.05723 t=5530
ji bie 	级别	c=1 d=0.852144 t=5530
ji cheng 	集成	c=2 d=1.4145 t=5530
ji chu 	基础	c=1 d=0.873716 t=5530
ji de 	记得	c=1 d=0.913931 t=5530
ji ge 	几个	c=1 d=0.951229 t=5530
ji huo 	激活	c=1 d=0.715338 t=5530
ji huo le 	激活了	c=3 d=2.00007 t=5530
ji lu 	记录	c=2 d=0.826959 t=5530
ji qi 	机器	c=3 d=0.773555 t=5530
ji qi 	极其	c=1 d=0.257947 t=5530
ji qi shang 	机器上	c=1 d=0.463013 t=5530
ji yi 	记忆	c=1 d=0.265803 t=5530
ji yu 	基于	c=5 d=2.01393 t=5530
ji yu 	给予	c=1 d=0.56836 t=5530
ji zhi 	机制	c=2 d=1.59722 t=5530
ji zuo 	基座	c=1 d=0.546074 t=5530
jia 	加	c=3 d=0.706767 t=5530
jia ban 	加班	c=1 d=0.694197 t=5530
jia gou 	架构	c=1 d=0.208045 t=5530
jia mu lu 	家目录	c=1 d=0.955997 t=5530
jia ru 	加入	c=3 d=1.33092 t=5530
jia shang 	加上	c=1 d=0.283654 t=5530
jia xia 	加下	c=0 d=0.0289384 t=5530
jia yi ge 	加一个	c=1 d=0.852144 t=5530
jia zai 	加载	c=2 d=0.838513 t=5530
jia zai wan 	加载完	c=1 d=0.67032 t=5530
jian ce 	检测	c=8 d=1.85607 t=5530
jian cha 	检查	c=2 d=1.22497 t=5530
jian cha xia 	检查下	c=1 d=0.628135 t=5530
jian dan 	简单	c=1 d=0.25924 t=5530
jian ge 	间隔	c=1 d=0.57695 t=5530
jian kong 	监控	c=1 d=0.752014 t=5530
jian le 	见了	c=0 d=0.0873716 t=5530
jian pan 	键盘	c=3 d=2.07031 t=5530
jian qie 	剪切	c=3 d=2.6146 t=5530
jian qie ban 	剪切板	c=1 d=0.923116 t=5530
jian shao 	减少	c=1 d=0.267135 t=5530
jian suo 	检索	c=1 d=0.99005 t=5530
jian ti 	简体	c=1 d=0.995012 t=5530
jian tie ban 	剪贴板	c=1 d=0.980199 t=5530
jiang 	将	c=10 d=2.40319 t=5530
jiang jiao ben 	将脚本	c=1 d=0.489192 t=5530
jiao 	叫	c=1 d=0.45612 t=5530
jiao ben 	脚本	c=30 d=4.81499 t=5530
jiao dian 	焦点	c=5 d=2.6537 t=5530
jiao hu 	交互	c=2 d=1.0356 t=5530
jiao jiao 	教教	c=1 d=0.937067 t=5530
jiao lv 	焦虑	c=1 d=0.878095 t=5530
jiao zheng 	矫正	c=1 d=0.694197 t=5530
jie 	姐	c=1 d=0.826959 t=5530
jie duan 	阶段	c=2 d=1.10547 t=5530
jie gou qing xi 	结构清晰	c=1 d=0.215456 t=5530
jie guan 	接管	c=5 d=2.38074 t=5530
jie guo 	结果	c=2 d=1.12195 t=5530
jie jia ri 	节假日	c=1 d=0.634448 t=5530
jie jue 	解决	c=17 d=4.1761 t=5530
jie kou 	接口	c=10 d=3.80476 t=5530
jie mian 	界面	c=2 d=1.2669 t=5530
jie mian shang 	街面上	c=1 d=0.615697 t=5530
jie ru 	介入	c=1 d=0.26054 t=5530
jie shao 	介绍	c=1 d=0.960789 t=5530
jie shi 	解释	c=2 d=1.10802 t=5530
jie shi xia 	解释下	c=2 d=1.68488 t=5530
jie shu 	结束	c=2 d=1.38704 t=5530
jie suo 	解锁	c=1 d=0.909373 t=5530
jie tu 	截图	c=1 d=0.298604 t=5530
jie tu de 	截图的	c=1 d=0.66365 t=5530
jie zhi 	戒指	c=1 d=0.154896 t=5530
jie zhi 	截止	c=5 d=2.25319 t=5530
jin 	近	c=1 d=0.588605 t=5530
jin 	进	c=2 d=0.887293 t=5530
jin 	金	c=1 d=0.88692 t=5530
jin bu qu 	进不去	c=1 d=0.396531 t=5530
jin du 	进度	c=2 d=1.07954 t=5530
jin lai 	进来	c=1 d=0.427415 t=5530
jin nian nian di 	今年年底	c=1 d=0.509156 t=5530
jin qu 	进去	c=4 d=2.05126 t=5530
jin qu le 	进去了	c=1 d=0.433874 t=5530
jin ru 	进入	c=3 d=0.928297 t=5530
jin shan 	金山	c=3 d=1.55363 t=5530
jin tai 	进太	c=1 d=0.755784 t=5530
jin tian 	今天	c=4 d=1.67073 t=5530
jin tian zhuang le 	今天装了	c=1 d=0.852144 t=5530
jin wan shang 	今晚上	c=1 d=0.687289 t=5530
jin xin 	尽心	c=1 d=0.980199 t=5530
jin xing 	进行	c=10 d=3.09794 t=5530
jin yong 	禁用	c=1 d=0.774916 t=5530
jin zhi 	禁止	c=2 d=0.496078 t=5530
jin zui da 	尽最大	c=1 d=0.264477 t=5530
jing dai 	惊呆	c=0 d=0.0726149 t=5530
jing gao 	警告	c=1 d=0.697676 t=5530
jing guo 	经过	c=1 d=0.268474 t=5530
jing mo 	静默	c=1 d=0.755784 t=5530
jing qu 	景区	c=1 d=0.99005 t=5530
jing tai 	静态	c=1 d=0.759572 t=5530
jing xiang 	镜像	c=7 d=3.07412 t=5530
jiu 	就	c=12 d=2.18958 t=5530
jiu bu hui 	就不会	c=1 d=0.99005 t=5530
jiu bu yong 	就不用	c=1 d=0.358796 t=5530
jiu chu 	就出	c=0 d=0.0985112 t=5530
jiu chu cuo 	就出错	c=1 d=0.99005 t=5530
jiu deng 	就等	c=0 d=0.0597501 t=5530
jiu deng wo yan zheng wan le 	就等我验证完了	c=1 d=0.600496 t=5530
jiu hao 	就好	c=7 d=2.22012 t=5530
jiu jin ru 	就进入	c=1 d=0.918512 t=5530
jiu mei le 	就没了	c=1 d=0.763379 t=5530
jiu na me 	就那么	c=1 d=0.67032 t=5530
jiu shi 	就是	c=3 d=1.72336 t=5530
jiu shi ge 	就是个	c=0 d=0.0694197 t=5530
jiu xian 	就先	c=1 d=0.559898 t=5530
jiu xian 	酒仙	c=1 d=0.557106 t=5530
jiu yao 	就要	c=0 d=0.0644036 t=5530
jiu yao qiu 	就要求	c=1 d=0.647265 t=5530
jiu zheng chang 	就正常	c=1 d=0.869358 t=5530
jiu zhi jie 	就直接	c=1 d=0.690734 t=5530
jiu zhi you 	就只有	c=1 d=0.491644 t=5530
ju 	巨	c=0 d=0.019593 t=5530
ju ti 	具体	c=2 d=1.45041 t=5530
jue dui 	绝对	c=1 d=0.647265 t=5530
ka 	卡	c=4 d=1.5708 t=5530
ka si 	卡死	c=2 d=1.50797 t=5530
ka yi xia 	卡一下	c=1 d=0.960789 t=5530
ka zai 	卡在	c=2 d=0.838413 t=5530
kai 	开	c=1 d=0.57695 t=5530
kai fa 	开发	c=5 d=1.22171 t=5530
kai fang 	开放	c=2 d=0.472043 t=5530
kai fang ping tai 	开放平台	c=1 d=0.737123 t=5530
kai qi 	开启	c=1 d=0.412714 t=5530
kan 	看	c=9 d=2.46716 t=5530
kan bu dao 	看不到	c=2 d=1.46452 t=5530
kan bu dong 	看不懂	c=1 d=0.985112 t=5530
kan chu lai 	看出来	c=1 d=0.97531 t=5530
kan dao 	看到	c=3 d=1.20907 t=5530
kan kan 	看看	c=12 d=3.33771 t=5530
kan kan ba 	看看吧	c=1 d=0.351692 t=5530
kan lai 	看来	c=4 d=2.59603 t=5530
kan ri zhi 	看日志	c=1 d=0.722527 t=5530
kan shi bu shi 	看是不是	c=1 d=0.980199 t=5530
kan ta 	看他	c=1 d=0.392586 t=5530
kan xia 	看下	c=4 d=1.84972 t=5530
kan xian zai 	看现在	c=1 d=0.941765 t=5530
kan yang zi 	看样子	c=1 d=0.591555 t=5530
kan yi yan 	看一眼	c=1 d=0.856415 t=5530
kan zhe 	看着	c=5 d=2.23355 t=5530
kao pu 	靠谱	c=1 d=0.763379 t=5530
ke 	可	c=1 d=0.980199 t=5530
ke bie 	可别	c=0 d=0.088692 t=5530
ke bie le 	可别了	c=1 d=0.891366 t=5530
ke neng 	可能	c=2 d=0.695906 t=5530
ke qi 	客气	c=1 d=0.729789 t=5530
ke shi qu yu 	可视区域	c=1 d=0.822835 t=5530
ke yi 	可以	c=19 d=6.47471 t=5530
ke yi zai 	可以在	c=1 d=0.458406 t=5530
ke zheng chang 	可正常	c=1 d=0.67032 t=5530
ke zhi xing 	可执行	c=0 d=0.0733447 t=5530
ke zhi xing quan xian 	可执行权限	c=1 d=0.737123 t=5530
keng 	坑	c=1 d=0.585669 t=5530
kong ge 	空格	c=1 d=0.470011 t=5530
kong zhi 	控制	c=2 d=1.79276 t=5530
kou 	扣	c=1 d=0.99005 t=5530
kuai 	块	c=1 d=0.402524 t=5530
kuai 	快	c=1 d=0.66034 t=5530
kuai jie 	快捷	c=1 d=0.918512 t=5530
kuai jie jian 	快捷键	c=15 d=6.0427 t=5530
kuai su 	快速	c=4 d=1.69565 t=5530
kuai yao 	快要	c=1 d=0.980199 t=5530
kun 	困	c=1 d=0.339596 t=5530
kuo 	括	c=1 d=0.189191 t=5530
kuo zhan 	扩展	c=3 d=1.14619 t=5530
la 	啦	c=1 d=0.778801 t=5530
la 	拉	c=10 d=4.93996 t=5530
la fen zhi 	拉分支	c=1 d=0.666977 t=5530
lai 	来	c=6 d=1.64798 t=5530
lai hui 	来回	c=1 d=0.774916 t=5530
lai que ren 	来确认	c=1 d=0.847894 t=5530
lai yi ge 	来一个	c=1 d=0.951229 t=5530
lai zhe 	来着	c=2 d=0.915837 t=5530
lai zi 	来自	c=0 d=0.0182684 t=5530
lai zi dong 	来自动	c=1 d=0.183599 t=5530
lan ya 	蓝牙	c=2 d=1.23656 t=5530
lang fei 	浪费	c=1 d=0.366045 t=5530
lao 	佬	c=6 d=2.06424 t=5530
le 	了	c=123 d=12.1396 t=5530
lei 	勒	c=1 d=0.467666 t=5530
lei si 	类似	c=1 d=0.97531 t=5530
lei xing 	类型	c=2 d=1.21845 t=5530
li 	里	c=1 d=0.980199 t=5530
li ji chong qi 	立即重启	c=5 d=1.10139 t=5530
li jie 	理解	c=1 d=0.524663 t=5530
li mian 	里面	c=20 d=3.60861 t=5530
li ru 	例如	c=1 d=0.831104 t=5530
li shi 	历史	c=3 d=1.19548 t=5530
lian jie 	连接	c=2 d=0.61716 t=5530
lian jie bu shang 	连接不上	c=1 d=0.970446 t=5530
liang 	亮	c=1 d=0.486752 t=5530
liang 	量	c=1 d=0.680451 t=5530
liang ge 	两个	c=2 d=0.567373 t=5530
liang zhong 	两种	c=1 d=0.878095 t=5530
ling 	领	c=2 d=1.41788 t=5530
ling kai 	另开	c=1 d=0.621885 t=5530
ling le 	领了	c=0 d=0.0869358 t=5530
ling qu 	领取	c=1 d=0.582748 t=5530
ling xi 	灵犀	c=4 d=1.75616 t=5530
ling yi ge 	另一个	c=2 d=1.34318 t=5530
liu 	流	c=1 d=0.88692 t=5530
liu cheng 	流程	c=1 d=0.382893 t=5530
liu lan qi 	浏览器	c=3 d=2.09132 t=5530
lou 	搂	c=1 d=0.516851 t=5530
lu jing 	路径	c=4 d=1.83289 t=5530
luo di 	落地	c=1 d=0.687289 t=5530
luo ji 	逻辑	c=2 d=1.03949 t=5530
ma 	吗	c=64 d=7.61106 t=5530
ma 	马	c=1 d=0.891366 t=5530
ma fan 	麻烦	c=0 d=0.0307279 t=5530
ma shang 	马上	c=1 d=0.970446 t=5530
ma shang le 	马上了	c=1 d=0.918512 t=5530
ma shua xin 	吗刷新	c=1 d=0.774916 t=5530
mai 	买	c=2 d=0.680217 t=5530
man 	慢	c=1 d=0.66365 t=5530
man dian 	慢点	c=1 d=0.900325 t=5530
mang si 	忙死	c=1 d=0.882497 t=5530
mang wan 	忙完	c=1 d=0.65377 t=5530
mao bo li 	毛玻璃	c=1 d=0.847894 t=5530
mao si 	貌似	c=5 d=1.45927 t=5530
mei 	没	c=10 d=2.52043 t=5530
mei ban fa 	没办法	c=1 d=0.985112 t=5530
mei ci 	每次	c=3 d=1.0777 t=5530
mei dui qi 	没对齐	c=2 d=1 t=5530
mei fa 	没法	c=1 d=0.519442 t=5530
mei ge 	每个	c=2 d=0.800094 t=5530
mei guan 	美观	c=1 d=0.582748 t=5530
mei guan du 	美观度	c=1 d=0.565525 t=5530
mei hua 	美化	c=5 d=3.14004 t=5530
mei kai shi 	没开始	c=1 d=0.588605 t=5530
mei kan dao 	没看到	c=1 d=0.771052 t=5530
mei le 	没了	c=2 d=1.32642 t=5530
mei qing qiu 	没请求	c=2 d=1.10856 t=5530
mei ri zhi 	没日志	c=1 d=0.913931 t=5530
mei shen me 	没什么	c=1 d=0.83527 t=5530
mei tai 	每台	c=1 d=0.509156 t=5530
mei tong zhi wo 	没通知我	c=1 d=0.852144 t=5530
mei wen ti 	没问题	c=1 d=0.666977 t=5530
mei wo 	没我	c=1 d=0.847894 t=5530
mei xian zhi 	没限制	c=1 d=0.740818 t=5530
mei xiang dao 	没想到	c=1 d=0.66365 t=5530
mei ying xiang 	没影响	c=1 d=0.882497 t=5530
mei yong guo 	没用过	c=1 d=0.70822 t=5530
mei you 	没有	c=32 d=4.54173 t=5530
mei zhe ge 	没这个	c=1 d=0.680451 t=5530
mei zhe xie 	没这些	c=1 d=0.970446 t=5530
meng bi 	蒙蔽	c=1 d=0.398519 t=5530
mi 	米	c=3 d=1.58003 t=5530
mi ma 	密码	c=3 d=0.771611 t=5530
mi yao 	密钥	c=1 d=0.985112 t=5530
mian mi 	免密	c=1 d=0.900325 t=5530
mian qu 	免去	c=1 d=0.860708 t=5530
miao 	秒	c=2 d=1.02139 t=5530
miao shu 	描述	c=3 d=2.83072 t=5530
ming cheng 	名称	c=8 d=2.44193 t=5530
ming ling 	命令	c=9 d=2.7098 t=5530
ming ling hang 	命令行	c=3 d=1.51159 t=5530
ming zhong 	命中	c=1 d=0.647265 t=5530
mo ban 	模板	c=1 d=0.593535 t=5530
mo ban zhong 	模板中	c=1 d=0.585669 t=5530
mo hu 	模糊	c=1 d=0.97531 t=5530
mo hu du 	模糊度	c=1 d=0.99005 t=5530
mo ren 	默认	c=7 d=2.01001 t=5530
mo shi 	模式	c=4 d=1.84158 t=5530
mu 	目	c=1 d=0.980199 t=5530
mu ban 	模板	c=1 d=0.516851 t=5530
mu biao 	目标	c=2 d=1.55665 t=5530
mu di 	目的	c=1 d=0.524663 t=5530
mu lu 	目录	c=2 d=0.809185 t=5530
mu qian 	目前	c=21 d=4.05521 t=5530
na 	哪	c=5 d=2.19583 t=5530
na 	拿	c=1 d=0.737123 t=5530
na 	那	c=14 d=2.58697 t=5530
na bian 	那边	c=3 d=1.29771 t=5530
na ge 	哪个	c=9 d=2.2115 t=5530
na ge 	那个	c=9 d=2.84285 t=5530
na kuai 	那块	c=1 d=0.680451 t=5530
na li 	哪里	c=1 d=0.543351 t=5530
na tao 	那套	c=2 d=1.01617 t=5530
na wo 	那我	c=3 d=0.856721 t=5530
na wo gan jue 	那我感觉	c=1 d=0.609571 t=5530
na wo xiang xiang 	那我想想	c=1 d=0.856415 t=5530
na wo zuo tian 	那我昨天	c=1 d=0.704688 t=5530
na xian zai 	那现在	c=1 d=0.436049 t=5530
na xie 	哪些	c=5 d=2.29883 t=5530
na xie 	那些	c=1 d=0.904837 t=5530
na yang 	那样	c=1 d=0.591555 t=5530
na ying gai 	那应该	c=3 d=1.20525 t=5530
na zhong 	那种	c=4 d=2.94512 t=5530
nan gao 	难搞	c=1 d=0.847894 t=5530
nao zi ben 	脑子笨	c=1 d=1 t=5530
ne 	呢	c=15 d=3.05122 t=5530
nei 	内	c=2 d=1.1739 t=5530
nei bu 	内部	c=5 d=2.02886 t=5530
nei cun 	内存	c=2 d=0.594021 t=5530
nei he 	内核	c=12 d=4.19395 t=5530
nei rong 	内容	c=7 d=3.03051 t=5530
nei wang 	内网	c=1 d=0.231078 t=5530
nei zhi 	内置	c=3 d=1.3721 t=5530
neng 	能	c=24 d=2.9665 t=5530
neng bu neng 	能不能	c=2 d=0.658795 t=5530
neng fou 	能否	c=1 d=0.806541 t=5530
neng gei 	能给	c=1 d=0.683861 t=5530
neng jie jue 	能解决	c=1 d=0.332871 t=5530
neng li 	能力	c=0 d=0.0726149 t=5530
neng li ba 	能力把	c=1 d=0.729789 t=5530
ni 	你	c=34 d=5.38534 t=5530
ni ba 	你把	c=1 d=0.831104 t=5530
ni bie 	你别	c=1 d=0.621885 t=5530
ni dao 	你到	c=1 d=0.818731 t=5530
ni de 	你的	c=2 d=1.62449 t=5530
ni duo shao 	你多少	c=1 d=0.369723 t=5530
ni gei 	你给	c=1 d=0.637628 t=5530
ni gei wo 	你给我	c=5 d=2.70174 t=5530
ni hai 	你还	c=1 d=0.319819 t=5530
ni he 	你喝	c=1 d=0.937067 t=5530
ni ji yu 	你基于	c=1 d=0.960789 t=5530
ni kan 	你看	c=1 d=0.937067 t=5530
ni kan zhe ban 	你看着办	c=1 d=0.316637 t=5530
ni men 	你们	c=1 d=0.97531 t=5530
ni mo ren 	你默认	c=0 d=0.0927743 t=5530
ni mo ren cong 	你默认从	c=1 d=0.932394 t=5530
ni na 	你那	c=1 d=0.377192 t=5530
ni qu 	你去	c=2 d=0.574029 t=5530
ni ren wei 	你认为	c=1 d=0.900325 t=5530
ni ri 	你日	c=1 d=0.869358 t=5530
ni shi bu shi 	你是不是	c=1 d=0.774916 t=5530
ni ti gong 	你提供	c=1 d=0.331211 t=5530
ni wen wen 	你问问	c=1 d=0.687289 t=5530
ni xian 	你先	c=1 d=0.771052 t=5530
ni xiang 	你想	c=1 d=0.355226 t=5530
ni yu qi 	你预期	c=1 d=0.360595 t=5530
ni zai 	你在	c=3 d=1.33099 t=5530
ni zai ci 	你再次	c=1 d=0.847894 t=5530
ni zhao wo 	你找我	c=1 d=0.891366 t=5530
ni zhe ge 	你这个	c=1 d=0.438235 t=5530
ni zhe shi 	你这是	c=1 d=0.865022 t=5530
ni zhe yang 	你这样	c=1 d=0.640824 t=5530
ni zhi jie 	你直接	c=1 d=0.336216 t=5530
ni zi ji 	你自己	c=1 d=0.169483 t=5530
nian 	年	c=1 d=0.425283 t=5530
nian hou 	年后	c=1 d=0.878095 t=5530
nian ka 	年卡	c=1 d=0.449819 t=5530
nian qian 	年前	c=1 d=0.479505 t=5530
nin 	您	c=1 d=0.67368 t=5530
niu bi 	牛逼	c=1 d=0.67032 t=5530
nong li 	农历	c=1 d=0.927743 t=5530
nong si 	弄死	c=1 d=0.66365 t=5530
nuo yi 	挪移	c=1 d=0.794534 t=5530
ou ke 	欧可	c=1 d=0.657047 t=5530
pan 	盘	c=0 d=0.0937067 t=5530
pan ding 	判定	c=1 d=0.794534 t=5530
pan duan 	判断	c=3 d=2.31479 t=5530
pao 	跑	c=2 d=1.16022 t=5530
pao chu 	抛出	c=1 d=0.729789 t=5530
pao chu lai 	跑出来	c=1 d=0.331211 t=5530
pao guo 	跑过	c=1 d=0.847894 t=5530
pao zhe 	跑着	c=1 d=0.238115 t=5530
pei 	配	c=2 d=1.18562 t=5530
pei zhi 	配置	c=33 d=8.57656 t=5530
pei zhi guo 	配置过	c=1 d=0.937067 t=5530
peng you 	朋友	c=1 d=0.565525 t=5530
pi ping 	批评	c=0 d=0.0891366 t=5530
pin fan 	频繁	c=1 d=0.970446 t=5530
pin yin 	拼音	c=1 d=0.995012 t=5530
ping hua 	平滑	c=1 d=0.941765 t=5530
ping mu 	屏幕	c=1 d=0.571209 t=5530
ping shi 	平时	c=1 d=0.755784 t=5530
pu tong 	普通	c=2 d=1.65797 t=5530
qi 	起	c=1 d=0.697676 t=5530
qi bu shi 	岂不是	c=3 d=1.34818 t=5530
qi dong 	启动	c=5 d=2.28141 t=5530
qi dong cai dan 	启动菜单	c=1 d=0.704688 t=5530
qi lai 	起来	c=1 d=0.759572 t=5530
qi ta 	其他	c=6 d=1.58616 t=5530
qi yong 	启用	c=1 d=0.794534 t=5530
qia hun 	卡混	c=1 d=0.585669 t=5530
qian 	前	c=3 d=2.66952 t=5530
qian 	钱	c=1 d=0.537944 t=5530
qian duan 	前端	c=15 d=3.34895 t=5530
qian ming 	签名	c=3 d=1.63133 t=5530
qian ru 	嵌入	c=1 d=0.806541 t=5530
qian xu 	谦虚	c=1 d=0.26982 t=5530
qie huan 	切换	c=4 d=2.59991 t=5530
qie huan jian 	切换键	c=1 d=0.985112 t=5530
qing 	请	c=2 d=1.58925 t=5530
qing chu 	清楚	c=2 d=0.472367 t=5530
qing jiao 	请教	c=1 d=0.847894 t=5530
qing qiu 	请求	c=3 d=1.22698 t=5530
qiu 	求	c=0 d=0.0644036 t=5530
qu 	去	c=9 d=2.50182 t=5530
qu 	取	c=1 d=0.687289 t=5530
qu bie 	区别	c=3 d=1.47137 t=5530
qu chu 	去除	c=1 d=0.683861 t=5530
qu diao 	去掉	c=1 d=0.913931 t=5530
qu wo men 	去我们	c=1 d=0.704688 t=5530
quan bu 	全部	c=1 d=0.946485 t=5530
quan ju 	全局	c=3 d=1.39562 t=5530
quan liang 	全量	c=3 d=1.1622 t=5530
quan mian 	全面	c=1 d=0.280832 t=5530
quan ping 	全屏	c=3 d=2.55615 t=5530
quan wen fan yi 	全文翻译	c=1 d=0.759572 t=5530
quan xian 	权限	c=2 d=1.12612 t=5530
quan xin 	全新	c=1 d=0.985112 t=5530
que 	却	c=1 d=0.718924 t=5530
que dian 	缺点	c=1 d=0.985112 t=5530
que ren 	确认	c=0 d=0.0843665 t=5530
que ren le 	确认了	c=1 d=0.985112 t=5530
que ren xia 	确认下	c=1 d=0.852144 t=5530
que shao 	缺少	c=1 d=0.985112 t=5530
que shi 	缺失	c=2 d=1.54502 t=5530
ran hou 	然后	c=44 d=7.11981 t=5530
rang 	让	c=3 d=1.17123 t=5530
rang ta 	让他	c=2 d=0.844639 t=5530
rang yong hu 	让用户	c=1 d=0.25924 t=5530
rang zhi 	让之	c=1 d=0.704688 t=5530
rao guo 	绕过	c=1 d=0.293758 t=5530
ren 	人	c=1 d=0.777049 t=5530
ren gong 	人工	c=2 d=1.02502 t=5530
ren ji 	人机	c=1 d=0.268474 t=5530
ren wei 	认为	c=1 d=0.865022 t=5530
ren zhen 	认真	c=1 d=0.810584 t=5530
ren zhi 	认知	c=1 d=0.171187 t=5530
ri chang 	日常	c=1 d=0.263158 t=5530
ri li 	日历	c=4 d=3.14396 t=5530
ri zhi 	日志	c=21 d=7.92542 t=5530
rong qi 	容器	c=4 d=1.09252 t=5530
rong qi li mian 	容器里面	c=1 d=0.755784 t=5530
rong yi 	容易	c=1 d=0.484325 t=5530
ru 	入	c=2 d=0.973376 t=5530
ru 	如	c=3 d=1.7346 t=5530
ru guo 	如果	c=13 d=5.79233 t=5530
ru he 	如何	c=15 d=4.18156 t=5530
